hello! These are the shared franking evaluation results.
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
80,5,15569.000000,1138.225327,740.000000,215.842375,8622.000000,751.299112,16092.000000,1059.107614,9950.000000,1002.230312,
80,6,16672.000000,1449.462210,753.000000,252.127944,8922.000000,1321.227634,19205.000000,4569.101133,10757.000000,4079.283037,
80,7,17874.000000,5303.346727,744.000000,80.618887,9141.000000,1274.632305,21142.000000,1372.319638,11718.000000,1546.249036,
80,8,18479.000000,1295.751779,735.000000,57.235269,9349.000000,1096.827858,23718.000000,3454.018031,12294.000000,1327.164791,
80,9,19615.000000,1736.460222,745.000000,277.659581,9743.000000,3897.512329,26626.000000,3966.225092,13326.000000,3040.537433,
80,10,21003.000000,8181.851219,758.000000,271.902894,9859.000000,2379.699172,29185.000000,3391.604970,14289.000000,4099.309966,
100,2,12771.000000,1260.194667,758.000000,277.954991,8103.000000,873.795225,9024.000000,1206.386875,7134.000000,1066.774797,
100,3,14034.000000,1771.242151,743.000000,99.491588,8585.000000,3682.758187,11605.000000,1143.152692,8542.000000,1679.487642,
100,4,14882.000000,1816.833474,729.000000,134.676538,8429.000000,514.989043,14038.000000,2376.129172,8753.000000,539.491017,
100,5,15990.000000,1325.809678,728.000000,100.186731,8794.000000,3236.185038,16414.000000,1184.591399,9928.000000,1271.349673,
100,6,17071.000000,2536.947110,733.000000,253.912087,8820.000000,674.750163,18998.000000,1472.987942,10670.000000,2963.830732,
100,7,17944.000000,1491.984506,727.000000,147.829960,9009.000000,740.171956,21676.000000,4161.418123,11632.000000,1558.600268,
100,8,18781.000000,828.611705,720.000000,74.389536,9380.000000,1433.214625,24022.000000,2820.028709,12090.000000,754.050583,
100,9,20214.000000,6075.908777,721.000000,80.078168,9648.000000,2778.327584,26902.000000,5971.230346,13229.000000,1969.101081,
100,10,21333.000000,5457.595706,721.000000,60.940438,9749.000000,2970.306042,29316.000000,2283.957862,13972.000000,1486.231460,
120,2,13171.000000,1982.582419,785.000000,246.077988,8115.000000,902.097772,9211.000000,973.850579,7729.000000,5703.897349,
120,3,14660.000000,1421.621949,786.000000,166.458205,8541.000000,1120.918688,12238.000000,2216.180226,8878.000000,1582.166302,
120,4,15234.000000,756.371379,761.000000,108.378328,8429.000000,733.740113,14801.000000,4528.980595,9268.000000,1044.374028,
120,5,16440.000000,1542.625038,750.000000,81.843540,8771.000000,3466.227807,16929.000000,1061.688319,10201.000000,1319.546996,
120,6,17640.000000,1418.018820,750.000000,61.514478,8794.000000,878.886437,19797.000000,3237.159514,11135.000000,1060.945330,
120,7,18669.000000,1145.746102,766.000000,441.460682,9056.000000,861.521287,22308.000000,3432.559355,11925.000000,1658.769990,
120,8,19853.000000,1253.681190,756.000000,78.998608,9202.000000,578.488849,25120.000000,3131.381014,12478.000000,672.852317,
120,9,21318.000000,4586.537043,765.000000,119.160367,9635.000000,3961.268352,27764.000000,2200.808954,13760.000000,4372.679064,
120,10,22027.000000,1223.312214,753.000000,75.456842,9536.000000,602.391253,30503.000000,4391.020839,14358.000000,1014.353124,
140,2,13015.000000,1005.481373,782.000000,154.364251,8110.000000,784.311154,9461.000000,2937.626971,7339.000000,927.383275,
140,3,14886.000000,3150.331303,775.000000,132.769722,8388.000000,846.273117,11918.000000,680.661140,8676.000000,958.911098,
140,4,15675.000000,2733.596204,772.000000,126.288483,8555.000000,894.297648,15098.000000,6082.619948,9147.000000,1181.870899,
140,5,16910.000000,2757.812889,762.000000,100.427227,9100.000000,8348.548201,17369.000000,1813.634599,10270.000000,1439.622472,
140,6,17890.000000,1693.745858,772.000000,305.048814,8884.000000,796.342264,20061.000000,1565.235957,10798.000000,877.424729,
140,7,19315.000000,1566.042270,777.000000,559.173650,9272.000000,2510.377186,22839.000000,2009.651321,12213.000000,4476.101719,
140,8,20714.000000,5038.127942,767.000000,344.655083,9678.000000,2433.389707,25420.000000,1536.477928,12632.000000,1516.201972,
140,9,21655.000000,2420.092868,755.000000,88.470905,9520.000000,967.184271,28199.000000,3516.737565,13579.000000,1288.145330,
140,10,22686.000000,1103.054016,756.000000,80.579569,9605.000000,682.815025,30935.000000,2430.847867,14373.000000,1056.109827,
160,2,13170.000000,2471.107693,789.000000,221.195637,8121.000000,859.563442,9241.000000,1154.614095,7414.000000,890.444636,
160,3,14732.000000,1093.637376,787.000000,159.985571,8405.000000,690.640196,12187.000000,918.810473,8771.000000,1099.413958,
160,4,15768.000000,955.225316,768.000000,124.411302,8508.000000,679.725169,14933.000000,1069.571216,9139.000000,978.452411,
160,5,17012.000000,1459.087088,761.000000,79.902303,8694.000000,791.216412,17418.000000,935.499914,10210.000000,926.784276,
160,6,18121.000000,1159.228811,763.000000,123.983140,8816.000000,607.492821,20447.000000,1380.234776,10851.000000,710.047576,
160,7,19586.000000,1485.511163,760.000000,75.009373,9065.000000,754.886596,23121.000000,1724.916539,12015.000000,1055.904236,
160,8,21041.000000,3436.366942,767.000000,371.254553,9649.000000,5100.545464,25969.000000,1879.978607,12717.000000,1306.677769,
160,9,22020.000000,1055.851144,770.000000,295.523275,9470.000000,797.099518,28593.000000,1508.340991,13645.000000,980.591674,
160,10,23658.000000,5684.009481,759.000000,76.952947,9959.000000,2881.249049,31999.000000,3318.738175,14583.000000,2236.746310,
180,2,13584.000000,1355.743856,779.000000,314.392571,8455.000000,3805.031994,9905.000000,1246.522359,7706.000000,5315.905518,
180,3,15653.000000,3166.346567,772.000000,131.119693,8765.000000,2068.891013,12851.000000,3067.719665,9266.000000,2542.707048,
180,4,16327.000000,2573.843091,807.000000,1338.866262,8659.000000,1716.507415,15450.000000,1712.147787,9321.000000,1067.087762,
180,5,17791.000000,3095.251987,753.000000,132.502389,8872.000000,2266.033411,18316.000000,5109.036812,10477.000000,1781.010465,
180,6,19127.000000,4630.817781,773.000000,627.189777,8969.000000,1334.168108,21067.000000,2148.695734,11120.000000,3828.032614,
180,7,20187.000000,1431.843461,743.000000,60.311798,9057.000000,764.610681,23644.000000,1581.972465,12190.000000,1394.232671,
180,8,21611.000000,3657.498342,752.000000,99.815906,9550.000000,1780.249712,26773.000000,4398.396839,12725.000000,1052.100617,
180,9,22776.000000,1481.877133,742.000000,97.340860,9625.000000,3770.888813,29531.000000,6449.865579,13621.000000,950.839218,
180,10,24230.000000,2613.645173,746.000000,115.028418,9795.000000,2320.617376,32377.000000,2461.631409,14836.000000,5583.280668,
