hello! These are the shared franking evaluation results.
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
220,6,45981.000000,146894.041555,5101.000000,34689.354981,29267.000000,83647.439673,67423.000000,182823.044340,60894.000000,166090.397174,
220,7,57401.000000,300713.633760,3016.000000,15656.756464,28033.000000,104933.722623,69927.000000,207165.053373,76303.000000,286413.227821,
220,8,45810.000000,130620.013707,2285.000000,5368.078783,25679.000000,86323.103470,65458.000000,151899.460318,64746.000000,216955.048674,
220,9,61324.000000,185174.733420,2459.000000,8049.943771,31928.000000,87599.991357,80327.000000,228632.391713,65669.000000,179640.787550,
220,10,70124.000000,361437.701622,2980.000000,14525.972902,28643.000000,70883.950744,81810.000000,214323.247349,74152.000000,226521.033986,
240,2,38437.000000,128480.023236,2052.000000,3798.777289,27100.000000,96177.060353,43314.000000,281918.078207,48839.000000,237277.504730,
240,3,27021.000000,28172.667629,2093.000000,5297.743065,20919.000000,29197.982181,31158.000000,35506.084434,33644.000000,38972.609311,
240,4,35167.000000,140537.313971,2644.000000,14303.889860,21435.000000,38821.847120,36320.000000,67951.671368,45316.000000,133553.484763,
240,5,40771.000000,160252.832045,2151.000000,3904.432287,40883.000000,330942.367704,44877.000000,86274.715694,48334.000000,219541.389639,
240,6,47212.000000,159269.837367,4245.000000,36758.806115,28539.000000,86703.733315,65857.000000,321081.533855,63171.000000,215240.243842,
240,7,69214.000000,346442.422016,2484.000000,14417.465752,49345.000000,370680.094334,88210.000000,487365.218281,55159.000000,208331.462541,
240,8,40789.000000,96917.954466,2484.000000,14407.864314,26427.000000,105335.316609,65628.000000,180856.711990,50415.000000,178774.382327,
240,9,38081.000000,63928.352774,2240.000000,17543.440040,22003.000000,41997.088519,49455.000000,27140.255892,43236.000000,56330.958955,
240,10,56138.000000,131421.385108,2397.000000,5869.871067,31857.000000,118354.371348,74947.000000,147193.177981,62923.000000,194923.378331,
260,2,29310.000000,107201.368117,2173.000000,7094.268166,22882.000000,56589.815079,34895.000000,117152.831178,39606.000000,223659.582834,
260,3,27785.000000,75953.100744,1702.000000,2019.442752,17507.000000,19059.396255,35416.000000,157186.423066,43813.000000,279534.189144,
260,4,29335.000000,60658.248615,2082.000000,5105.172891,31249.000000,220485.765406,36319.000000,53530.946608,38973.000000,54087.489274,
260,5,30464.000000,31970.615779,1687.000000,1471.946063,23473.000000,120637.083699,35496.000000,27236.514018,38760.000000,68171.380609,
260,6,31236.000000,31827.372623,1772.000000,2830.317756,19486.000000,42922.310129,38351.000000,24989.405087,35086.000000,28326.473151,
260,7,40599.000000,69829.916434,2032.000000,3302.565397,24941.000000,41156.965565,59271.000000,93718.265252,46866.000000,54793.694754,
260,8,58970.000000,182930.844431,3522.000000,23231.681493,34412.000000,254826.785681,76162.000000,215968.492886,59102.000000,178844.934597,
260,9,62500.000000,226627.297879,2502.000000,5454.339305,33179.000000,91487.476440,83056.000000,201631.573662,67170.000000,242270.709364,
260,10,47615.000000,39681.986990,2011.000000,2390.792153,24545.000000,27365.780532,66020.000000,43446.663843,49690.000000,32274.518548,
280,2,23750.000000,7863.312615,2014.000000,3070.924998,19940.000000,11790.447056,26203.000000,16953.492108,31366.000000,39742.665315,
280,3,26139.000000,15661.017244,2021.000000,4018.335209,23840.000000,156241.967615,30826.000000,41122.626228,35834.000000,132508.091488,
280,4,29684.000000,140822.905651,1701.000000,1602.651340,17787.000000,10633.307288,29897.000000,12467.252354,30002.000000,12515.324561,
280,5,26659.000000,8663.380186,1704.000000,1449.535993,17266.000000,7668.601115,33212.000000,11581.909203,31232.000000,10430.416429,
280,6,28759.000000,9808.920673,1667.000000,1242.161606,17007.000000,4243.579570,36978.000000,10795.655174,33458.000000,25801.007675,
280,7,31047.000000,11256.239525,2543.000000,28654.521942,18368.000000,12188.920581,41322.000000,44566.226696,34593.000000,10817.408488,
280,8,33837.000000,14597.113968,1632.000000,786.791084,18301.000000,10692.252331,45020.000000,12935.872274,36546.000000,12269.458855,
280,9,35225.000000,12695.210211,1668.000000,1027.719740,17814.000000,6038.862870,49415.000000,15869.990873,38071.000000,13425.700680,
280,10,36315.000000,8428.385850,1655.000000,994.059153,18321.000000,9363.379947,52600.000000,14573.820588,40351.000000,14306.737092,
300,2,21077.000000,7302.212809,1719.000000,1892.340795,17825.000000,14060.878865,22078.000000,8977.155395,26351.000000,9819.098150,
300,3,29808.000000,103231.183044,2808.000000,30856.393052,28776.000000,172118.139021,43787.000000,215302.759800,42914.000000,233110.071410,
300,4,28741.000000,29278.227896,1931.000000,6823.546905,20440.000000,26699.053398,33191.000000,27426.596548,32614.000000,28044.904368,
300,5,30761.000000,49843.502135,1817.000000,2667.550149,24918.000000,138437.847382,42393.000000,191381.833815,38681.000000,113197.046423,
300,6,44334.000000,96261.431122,2294.000000,7431.174391,24166.000000,39643.243211,56146.000000,109784.778331,50055.000000,166260.231814,
300,7,43025.000000,119477.933602,2206.000000,6802.007582,24324.000000,77255.041712,54097.000000,104483.249302,44374.000000,92054.392157,
300,8,39760.000000,42284.961795,2064.000000,4910.841818,36269.000000,217249.761187,60115.000000,115654.648360,51797.000000,111315.926237,
300,9,45269.000000,101877.997934,1967.000000,3664.583445,22561.000000,47810.386049,62984.000000,97077.253272,42827.000000,50295.110348,
300,10,50575.000000,71486.862420,3929.000000,35862.718866,34892.000000,175369.527591,84147.000000,205339.369473,53903.000000,84468.648214,
320,2,24769.000000,26821.844753,2988.000000,31104.038075,19402.000000,19721.005500,25553.000000,23083.001823,31164.000000,24444.559915,
320,3,27907.000000,45644.650633,1988.000000,4174.589822,24862.000000,119397.744676,34869.000000,115636.669502,34841.000000,34740.063575,
320,4,25724.000000,10166.440471,1898.000000,3801.975071,17390.000000,6695.757089,30766.000000,10058.756120,30512.000000,11693.800064,
320,5,27629.000000,9693.175316,1619.000000,348.229990,17095.000000,5491.727949,33437.000000,7996.897398,31158.000000,7666.201618,
320,6,28763.000000,5411.058610,1625.000000,406.021604,16689.000000,1942.840888,36762.000000,6945.083327,32118.000000,4867.823284,
320,7,30871.000000,5839.770716,1627.000000,636.356958,16925.000000,2306.055637,40262.000000,4686.269417,34236.000000,10625.884193,
320,8,45187.000000,130608.627794,2019.000000,2491.278529,25444.000000,53660.402917,67147.000000,141648.141231,57520.000000,199295.987513,
320,9,58441.000000,192209.690658,2357.000000,10321.015092,26690.000000,72624.051278,66080.000000,94010.136892,55121.000000,96592.743078,
320,10,37184.000000,6780.885759,1620.000000,544.779240,17589.000000,3204.969402,52425.000000,10524.425937,38718.000000,5241.320931,
340,2,20343.000000,1133.364509,1634.000000,456.103388,15988.000000,1456.595484,21250.000000,4046.941668,25032.000000,1316.257564,
340,3,22717.000000,5207.691630,1597.000000,199.718179,16183.000000,2332.862572,25283.000000,3691.105612,27051.000000,3466.265416,
340,4,24515.000000,2965.579085,1582.000000,149.599592,16281.000000,1271.528669,29560.000000,6654.537123,28364.000000,1649.724857,
340,5,32741.000000,178724.215440,1640.000000,1018.805173,16754.000000,6124.615537,33473.000000,5176.906705,30695.000000,8839.177789,
340,6,28683.000000,1677.735277,1584.000000,168.490789,17040.000000,6061.127934,37912.000000,23756.130505,32231.000000,9847.184636,
340,7,35859.000000,126463.522531,1595.000000,403.037471,17972.000000,10659.627471,42920.000000,14791.340022,40900.000000,164355.250886,
340,8,34519.000000,6025.223227,1606.000000,610.415029,17125.000000,1449.766245,45134.000000,8833.128347,35627.000000,7527.760311,
340,9,35075.000000,3147.634840,1584.000000,431.867216,17367.000000,3813.030972,49225.000000,7105.518728,36710.000000,2535.449995,
340,10,37588.000000,8564.366746,1595.000000,395.111451,17884.000000,5891.087305,53088.000000,7365.122461,39179.000000,9790.531272,
360,2,20677.000000,1253.619689,2259.000000,19281.410548,16279.000000,5273.400702,22120.000000,15938.205543,26593.000000,29816.241645,
360,3,23146.000000,6976.399055,1611.000000,30.214798,16004.000000,882.702019,25435.000000,5016.570208,27235.000000,3386.345640,
360,4,25023.000000,2163.628899,1647.000000,899.993587,16426.000000,3479.449971,29739.000000,7505.600028,28837.000000,4246.745902,
360,5,31700.000000,63356.369880,1715.000000,1439.368331,22611.000000,129242.049986,50807.000000,372709.431534,34688.000000,31351.960506,
360,6,32182.000000,15959.014389,1672.000000,887.614518,17714.000000,9951.249154,40571.000000,18099.593135,36061.000000,48670.524582,
360,7,43280.000000,46292.905792,2257.000000,10729.706185,22911.000000,34195.625926,55617.000000,80719.422341,45321.000000,78235.150816,
360,8,53540.000000,115405.669555,2344.000000,5732.298893,26115.000000,46465.201358,64554.000000,77251.356808,49957.000000,67776.751504,
360,9,47746.000000,92711.182152,2076.000000,2941.591363,24183.000000,74968.393898,64906.000000,109992.101797,49087.000000,100438.310970,
360,10,43199.000000,27972.767275,1835.000000,1717.663575,22126.000000,27394.526659,60573.000000,37287.296795,44823.000000,31068.474448,
380,2,22396.000000,12108.852981,2032.000000,9483.042086,17065.000000,8294.172927,23858.000000,18062.358181,27749.000000,27594.375313,
380,3,24311.000000,19123.384622,1673.000000,837.316390,17015.000000,13602.346700,27266.000000,12612.830070,28628.000000,13557.642335,
380,4,27444.000000,13972.039069,1724.000000,1535.886101,17898.000000,12059.812183,31254.000000,11455.488805,30892.000000,14844.812151,
380,5,28515.000000,9033.250530,1719.000000,1257.785556,17369.000000,7462.842686,35521.000000,19015.532284,32812.000000,15428.527670,
380,6,34051.000000,15569.797285,1819.000000,1523.246011,18559.000000,9178.189874,40893.000000,13747.253241,34868.000000,11655.302011,
380,7,37021.000000,32060.882299,2128.000000,8541.808465,22549.000000,86846.452511,53635.000000,103894.954337,48977.000000,160834.532839,
380,8,51354.000000,123143.410234,2401.000000,7839.676153,24935.000000,34763.970587,62067.000000,47136.672458,55699.000000,142867.353621,
380,9,53938.000000,66155.117739,2665.000000,14265.661315,27525.000000,65175.087669,79067.000000,193230.609749,68787.000000,363517.829126,
380,10,51213.000000,101217.806813,2034.000000,2707.064003,23531.000000,40844.706831,64927.000000,46814.951511,49791.000000,97008.066920,
400,2,24714.000000,17154.672293,2701.000000,12319.992697,18817.000000,13855.404452,25842.000000,15829.653627,31130.000000,44444.033562,
400,3,27039.000000,22980.993785,2486.000000,12047.201972,21418.000000,52970.811506,31509.000000,40660.349039,33640.000000,44241.481650,
400,4,36360.000000,114373.719727,1841.000000,2514.773577,22084.000000,52096.836197,41676.000000,99969.531114,38948.000000,63684.269694,
400,5,35268.000000,62718.167669,4523.000000,49589.887978,30995.000000,202032.838132,53367.000000,216419.746757,47397.000000,144338.323290,
400,6,53028.000000,209257.816663,2293.000000,8179.753924,27295.000000,79126.721971,80012.000000,299602.260421,49509.000000,86486.205736,
400,7,50268.000000,168246.125862,3543.000000,20080.059817,28172.000000,116427.782521,75089.000000,205049.148333,53060.000000,185446.675740,
400,8,48349.000000,110466.331464,2556.000000,7055.819187,28827.000000,113588.887386,73963.000000,211442.182064,65225.000000,214685.580613,
400,9,56444.000000,117100.886090,3282.000000,34525.889133,36646.000000,198773.479300,82495.000000,232148.422033,70740.000000,258806.233223,
400,10,73887.000000,207725.545607,2731.000000,10677.582007,28459.000000,80321.370162,87700.000000,156590.189303,72231.000000,206185.557234,
420,2,33297.000000,120225.826914,2312.000000,10014.770097,28387.000000,89184.319590,43984.000000,232012.099970,50078.000000,201190.159221,
420,3,28613.000000,41681.604827,2749.000000,29471.228604,25911.000000,153782.433713,33167.000000,64841.050696,43255.000000,224371.657522,
420,4,28706.000000,16726.615298,1952.000000,3131.463159,18714.000000,19594.352648,34018.000000,18815.931288,35311.000000,96545.156516,
420,5,35886.000000,105116.759663,2373.000000,22106.319852,33233.000000,245206.794246,56278.000000,261034.845887,52074.000000,257231.107519,
420,6,33076.000000,57713.757982,2345.000000,14094.032005,17880.000000,19406.049719,48354.000000,247202.270899,41460.000000,256681.267513,
420,7,32552.000000,3543.391715,1612.000000,153.080832,17020.000000,4179.529486,42759.000000,4477.607067,33981.000000,5622.243870,
420,8,39634.000000,29691.682542,2468.000000,15813.105858,20962.000000,45186.572048,69306.000000,267912.458396,47656.000000,126641.694341,
420,9,55564.000000,145276.437946,2713.000000,16710.771773,23585.000000,37945.410311,81178.000000,209341.796574,53991.000000,102088.084372,
420,10,62168.000000,192498.013184,2665.000000,15863.465055,33437.000000,195989.616028,91489.000000,355525.424122,55764.000000,167285.116591,
440,2,28865.000000,50784.628999,1881.000000,1904.312198,24614.000000,117746.684686,30554.000000,77701.266887,32124.000000,40228.795335,
440,3,41757.000000,122291.599958,3264.000000,14993.684302,28374.000000,66575.314618,52827.000000,153014.928039,70553.000000,363699.973632,
440,4,40939.000000,117390.189749,2322.000000,9072.383886,24817.000000,59973.443896,45005.000000,95008.499509,45648.000000,105542.181468,
440,5,35374.000000,27955.251071,2049.000000,3229.255524,20555.000000,17537.143446,44125.000000,52509.669036,37643.000000,29108.552812,
440,6,40988.000000,59011.018004,1956.000000,5578.004906,20781.000000,25834.976516,48069.000000,43404.554543,42608.000000,58495.856165,
440,7,45454.000000,55295.226139,2097.000000,4269.676256,25159.000000,50977.005143,67681.000000,140823.307655,51608.000000,125269.790993,
440,8,37492.000000,12382.105577,1698.000000,1002.482988,17522.000000,5548.724412,48537.000000,11140.369003,37350.000000,12346.791964,
440,9,39719.000000,11568.824922,1666.000000,779.741687,18194.000000,9895.665841,53727.000000,16534.663832,38928.000000,11959.205124,
440,10,47012.000000,28115.719740,1842.000000,1915.159085,23101.000000,38403.754605,63773.000000,41437.436860,47618.000000,80220.128314,
460,2,35775.000000,98402.810924,4396.000000,37327.855937,28407.000000,86618.423536,36039.000000,73469.012154,44140.000000,192982.075506,
460,3,39017.000000,182120.614475,2207.000000,7138.304396,22889.000000,31434.066494,48738.000000,202254.837320,38093.000000,49167.656927,
460,4,54954.000000,202547.959538,2397.000000,10903.648693,26164.000000,67864.484640,63582.000000,204708.167981,54433.000000,157946.033231,
460,5,39790.000000,43600.384718,2207.000000,4646.909983,25979.000000,55234.007396,49207.000000,50681.078942,44519.000000,53708.699299,
460,6,43629.000000,137062.244104,2282.000000,10213.692617,25654.000000,116064.452511,59891.000000,208553.235175,40870.000000,51915.452136,
460,7,49451.000000,113144.912888,2884.000000,15401.291944,25176.000000,56909.030696,62030.000000,105550.095137,55720.000000,156868.145693,
460,8,47394.000000,92414.873382,2066.000000,5171.645530,20508.000000,35172.168891,67457.000000,121836.659325,60012.000000,221945.941092,
460,9,41167.000000,15301.031355,1670.000000,666.074447,18429.000000,10995.822109,55701.000000,25655.192680,40532.000000,18917.298587,
460,10,69651.000000,253217.253068,2797.000000,10651.741208,36417.000000,156063.614462,91218.000000,202793.906290,65498.000000,160715.837472,
480,2,28822.000000,43142.956756,1857.000000,1785.745919,21899.000000,50173.379914,28741.000000,58148.921945,35479.000000,73572.423902,
480,3,27437.000000,23477.041028,1870.000000,3059.869494,18477.000000,14411.331663,29327.000000,17838.481756,30909.000000,20051.851882,
480,4,32305.000000,21621.889645,2174.000000,3648.630492,20191.000000,20659.873641,38241.000000,27856.865679,36099.000000,32395.506886,
